Chr	start	end	strand
Chr1	16164557	16164704	+
Chr1	24939311	24939423	-
Chr1	13061388	13061426	+
Chr1	24923498	24923612	+
Chr1	26728037	26728149	+
Chr1	15889803	15889913	-
Chr1	17197612	17197724	+
Chr1	13806830	13806939	+
Chr1	26263211	26263320	-
Chr1	24893922	24893994	+
Chr1	24575647	24575756	-
Chr1	13021160	13021206	-
Chr1	16872759	16872870	+
Chr1	30419218	30419329	+
Chr1	15634435	15636526	-
Chr1	15610518	15610626	-
Chr1	20042310	20042418	-
Chr1	13415375	13415485	+
Chr1	12207727	12207838	+
Chr1	10531554	10531664	+
Chr1	18493601	18493711	+
Chr1	16456506	16456614	-
Chr1	23213556	23213592	+
Chr1	28581242	28581301	-
Chr1	4685519	4685630	+
Chr1	16211422	16211533	+
Chr1	10490253	10490333	-
Chr1	2191159	2191271	+
Chr1	20316158	20316268	-
Chr1	26582421	26582531	-
Chr1	18018639	18018751	+
Chr1	12133221	12133331	-
Chr1	16624426	16624533	+
Chr1	16892812	16892895	-
Chr1	16808022	16808134	+
Chr1	15685103	15685214	+
Chr1	18955653	18955762	-
Chr1	23855358	23855467	-
Chr1	7294987	7295099	+
Chr1	15376087	15378181	-
Chr1	8162068	8162091	+
Chr1	23629971	23630083	+
Chr1	17111565	17111638	-
Chr1	13908020	13908132	-
Chr1	9117490	9117606	+
Chr1	16506391	16506510	+
Chr1	25975834	25975950	-
Chr1	15240538	15244617	+
Chr1	11089362	11089469	-
Chr1	9867438	9867556	-
Chr1	26747121	26747238	-
Chr1	10533435	10533463	+
Chr1	11032190	11032309	+
Chr1	13238476	13238593	-
Chr1	28863666	28863785	+
Chr1	18745926	18746043	-
Chr1	14298667	14298785	-
Chr1	17551442	17551559	-
Chr1	28038114	28038233	+
Chr1	15337657	15341736	+
Chr1	15435173	15435290	-
Chr1	14042701	14042774	-
Chr1	7846270	7846319	-
Chr1	12439276	12439396	+
Chr1	22089131	22089250	-
Chr1	10840916	10840941	+
Chr1	19195167	19197293	+
Chr1	16997266	16999391	-
Chr1	10025735	10025856	+
Chr1	24515194	24515306	-
Chr1	12906168	12906289	+
Chr1	17137664	17137785	+
Chr1	17139409	17139530	+
Chr1	6219238	6219260	+
Chr1	12033257	12033378	+
Chr1	14054915	14054966	+
Chr1	19017177	19017296	-
Chr1	18557183	18557304	+
Chr1	17685124	17685222	-
Chr1	24349729	24349848	-
Chr1	21120456	21120564	-
Chr1	22417259	22417378	+
Chr1	12827556	12827673	-
Chr1	13240526	13240641	-
Chr1	12630905	12631022	+
Chr1	11596772	11596887	-
Chr1	9786016	9786133	+
Chr1	9381006	9381123	+
Chr1	17278212	17278277	-
Chr1	18301258	18301373	-
Chr1	8478121	8478236	-
Chr1	16710300	16710326	+
Chr1	21680982	21681096	-
Chr1	1705285	1705374	+
Chr1	24101341	24101456	-
Chr1	17176909	17177023	-
Chr1	11302130	11302245	-
Chr1	6209602	6209717	-
Chr1	19812618	19812734	+
Chr1	11282852	11284969	-
Chr1	23069555	23069670	-
Chr1	17384369	17384486	+
Chr1	11647309	11647425	-
Chr1	19084435	19084510	+
Chr1	11990879	11992997	+
Chr1	10275031	10275149	+
Chr1	2055313	2055429	-
Chr1	13495254	13495370	-
Chr1	15890485	15890603	+
Chr1	4506332	4506450	+
Chr1	9145965	9146081	-
Chr1	15533861	15533899	+
Chr1	25721406	25721523	+
Chr1	22318209	22318324	-
Chr1	21173361	21173437	-
Chr1	18765726	18765842	-
Chr1	21391563	21391681	+
Chr1	18902609	18902675	+
Chr1	14307040	14307208	-
Chr1	26398522	26398632	+
Chr1	13981877	13981987	+
Chr1	11225126	11225228	+
Chr1	13796452	13796498	-
Chr1	13305091	13305193	+
Chr1	11537286	11537388	+
Chr1	16840186	16840289	+
Chr1	17466522	17466624	+
Chr1	15227238	15229687	-
Chr1	18580234	18580302	+
Chr1	21457401	21457500	-
Chr1	16140472	16140512	-
Chr1	13693208	13693309	+
Chr1	28994619	28994720	+
Chr1	25889341	25889366	-
Chr1	24847605	24847706	+
Chr1	16306750	16306850	-
Chr1	8290485	8290535	-
Chr1	16424192	16424295	+
Chr1	13638202	13638303	-
Chr1	17399152	17399218	-
Chr1	20412027	20412128	-
Chr1	24988713	24988814	-
Chr1	21429062	21429163	-
Chr1	27854321	27854386	+
Chr1	17664621	17664724	+
Chr1	23742384	23742487	+
Chr1	15346440	15346541	-
Chr1	14463363	14463466	+
Chr1	12330799	12330899	+
Chr1	24644962	24645031	+
Chr1	16724137	16724238	+
Chr1	10800967	10801070	+
Chr1	13656663	13656766	+
Chr1	11068630	11068731	-
Chr1	15087874	15089939	-
Chr1	4311538	4311639	+
Chr1	28891260	28891328	-
Chr1	17563853	17563954	+
Chr1	15908955	15909053	+
Chr1	21225213	21225311	+
Chr1	13801785	13801876	-
Chr1	12142254	12142353	+
Chr1	17195012	17195111	+
Chr1	17495923	17496021	+
Chr1	18084343	18084441	+
Chr1	11805518	11805614	-
Chr1	16351232	16351330	+
Chr1	10060548	10060619	+
Chr1	6233517	6233615	+
Chr1	15419075	15419174	+
Chr1	2662995	2663093	+
Chr1	3775143	3775241	+
Chr1	16939143	16939241	+
Chr1	4506945	4507041	-
Chr1	13312489	13312586	+
Chr1	15158196	15158295	+
Chr1	27177573	27177672	+
Chr1	26631274	26631374	+
Chr1	12566243	12568303	+
Chr1	14590168	14598729	-
Chr1	24773155	24773253	-
Chr1	11860051	11860152	+
Chr1	11345187	11345287	+
Chr1	1157763	1157863	+
Chr1	14212699	14214745	+
Chr1	15438846	15440903	+
Chr1	4294089	4294188	+
Chr1	17101876	17103933	+
Chr1	8193020	8193117	-
Chr1	13148196	13148295	+
Chr1	15608530	15608627	-
Chr1	14144209	14144306	-
Chr1	9578119	9578218	+
Chr1	13247417	13247451	+
Chr1	9865346	9865642	-
Chr1	12905262	12905328	-
Chr1	26720323	26720429	-
Chr1	12711074	12711180	-
Chr1	23930398	23930504	-
Chr1	10867814	10867838	-
Chr1	13214778	13214886	+
Chr1	22615989	22616097	+
Chr1	30253651	30255513	-
Chr1	29774154	29774231	-
Chr1	8577914	8578020	-
Chr1	6840167	6840274	+
Chr1	16498299	16498404	-
Chr1	13024018	13024124	-
Chr1	29641722	29641827	-
Chr1	6273947	6274053	-
Chr1	10497747	10497855	+
Chr1	15197742	15199555	-
Chr1	11536700	11536807	+
Chr1	23820356	23820462	-
Chr1	13849415	13849523	+
Chr1	16841960	16841984	-
Chr1	16147584	16147693	+
Chr1	13832176	13834264	-
Chr1	11021031	11021141	+
Chr1	18320603	18320669	+
Chr1	21623610	21623717	-
Chr1	22043296	22043403	-
Chr1	4546279	4546388	+
Chr1	22622853	22622960	-
Chr1	3909919	3909941	-
Chr1	21918226	21918285	-
Chr1	17200977	17201083	-
Chr1	18351432	18351539	-
Chr1	12508399	12508506	-
Chr1	26691303	26691335	-
Chr1	14014695	14014744	-
Chr1	13583579	13583598	+
Chr1	18793115	18793147	-
Chr1	9887400	9887507	+
Chr1	23286757	23286862	+
Chr1	9341445	9341548	-
Chr1	22520228	22520331	-
Chr1	16892790	16892811	+
Chr1	16461973	16462076	-
Chr1	24901332	24901435	-
Chr1	8116905	8117010	+
Chr1	20437227	20439302	+
Chr1	6075609	6075714	+
Chr1	12901351	12901455	+
Chr1	14397699	14397803	+
Chr1	21080530	21080631	+
Chr1	14352046	14352150	+
Chr1	11093902	11094007	+
Chr1	8277490	8277588	+
Chr1	28213436	28213540	+
Chr1	16531681	16531734	+
Chr1	14169506	14169611	+
Chr1	4546389	4546409	+
Chr1	21700577	21700681	-
Chr1	13991584	13991688	-
Chr1	16188966	16191015	+
Chr1	12947011	12947118	+
Chr1	12888144	12888251	+
Chr1	27805428	27805534	+
Chr1	15821315	15821410	-
Chr1	16586370	16586476	+
Chr1	13409340	13409421	-
Chr1	16932568	16932674	+
Chr1	16148443	16148532	-
Chr1	25197141	25197225	+
Chr1	26378341	26378445	-
Chr1	13131405	13140006	+
Chr1	13568219	13568323	-
Chr1	24677224	24677330	+
Chr1	23342296	23342334	+
Chr1	17218451	17218502	-
Chr1	29840106	29840234	-
Chr1	12576536	12576782	-
Chr1	12569339	12569583	-
Chr1	17917910	17918158	+
Chr1	9305917	9306155	-
Chr1	15221951	15221984	-
Chr1	22449883	22452429	+
Chr1	8419005	8419254	+
Chr1	16457324	16457618	-
Chr1	9365782	9366030	+
Chr1	13336686	13336749	+
Chr1	21658189	21658307	-
Chr1	21038828	21039075	+
Chr1	9137785	9138030	-
Chr1	24254124	24254371	+
Chr1	1573302	1573550	+
Chr1	19931722	19931969	-
Chr1	16658269	16658518	+
Chr1	16099421	16099668	-
Chr1	29782344	29782593	-
Chr1	18858561	18858812	+
Chr1	21126441	21126548	-
Chr1	18987194	18987445	+
Chr1	7392261	7392513	+
Chr1	11167568	11167817	-
Chr1	9916578	9916827	-
Chr1	13614382	13614631	-
Chr1	14857362	14859911	-
Chr1	15436436	15436642	+
Chr1	12302963	12303213	+
Chr1	26044511	26044597	+
Chr1	26896379	26896629	+
Chr1	18793042	18793114	+
Chr1	1899519	1899767	-
Chr1	14922822	14923070	-
Chr1	14006883	14007129	+
Chr1	21741797	21742041	-
Chr1	19575219	19575465	+
Chr1	23542114	23542303	+
Chr1	20914032	20914274	-
Chr1	13475894	13476001	-
Chr1	12297563	12297725	-
Chr1	11310727	11310971	+
Chr1	17406545	17409066	-
Chr1	5681629	5681695	+
Chr1	14355404	14355644	+
Chr1	14401057	14401297	+
Chr1	12664497	12673969	-
Chr1	9747391	9747715	+
Chr1	14466175	14466419	+
Chr1	8383169	8383410	-
Chr1	17515484	17515727	+
Chr1	16551474	16551715	+
Chr1	28749937	28750178	-
Chr1	17239652	17239902	-
Chr1	8292026	8292217	-
Chr1	24991166	24991409	-
Chr1	12689892	12690138	+
Chr1	12481427	12481673	+
Chr1	16929215	16929461	+
Chr1	16329002	16329246	-
Chr1	26852149	26852395	+
Chr1	16773498	16773744	+
Chr1	16815507	16815678	-
Chr1	13061317	13061387	+
Chr1	13795196	13796032	+
Chr1	15717180	15719722	+
Chr1	12899877	12900120	-
Chr1	4414713	4414908	+
Chr1	25120707	25120950	-
Chr1	25962220	25962303	+
Chr1	22736802	22737354	-
Chr1	25254342	25254587	+
Chr1	20683159	20685683	-
Chr1	16710418	16710550	-
Chr1	4785274	4787837	+
Chr1	24223223	24223479	-
Chr1	12327780	12330357	-
Chr1	23873626	23873883	-
Chr1	3263540	3263797	-
Chr1	5967003	5967260	-
Chr1	3932594	3932787	+
Chr1	4945121	4945380	+
Chr1	10060620	10060876	-
Chr1	10114015	10114270	-
Chr1	27972687	27972767	-
Chr1	16896643	16896900	+
Chr1	15609257	15609514	+
Chr1	27061200	27061457	+
Chr1	13260814	13260951	-
Chr1	17812266	17812524	+
Chr1	16923015	16923274	+
Chr1	16260840	16261097	-
Chr1	9154729	9154986	-
Chr1	20154054	20154314	+
Chr1	12276389	12276648	-
Chr1	11650319	11650578	-
Chr1	1738944	1739205	+
Chr1	14847805	14857361	+
Chr1	19268283	19268543	+
Chr1	9200278	9200364	-
Chr1	14350163	14350415	+
Chr1	14395816	14396068	+
Chr1	15277533	15277792	+
Chr1	23294982	23295036	+
Chr1	17593455	17593712	+
Chr1	22163875	22164107	+
Chr1	21144656	21144913	-
Chr1	13654403	13654645	-
Chr1	16690373	16690630	-
Chr1	24773789	24774043	-
Chr1	16403603	16403859	+
Chr1	12646249	12646503	-
Chr1	9417810	9418062	+
Chr1	18040388	18040705	+
Chr1	17727997	17728177	+
Chr1	16181521	16181650	+
Chr1	15636527	15636762	+
Chr1	9618290	9618543	+
Chr1	11590320	11590571	-
Chr1	16049210	16051714	+
Chr1	12765529	12766385	-
Chr1	4748157	4748407	-
Chr1	21640521	21640771	-
Chr1	13303123	13303377	+
Chr1	15533900	15534153	+
Chr1	20508290	20508541	-
Chr1	13278779	13279032	+
Chr1	28057004	28057257	+
Chr1	12457432	12457684	+
Chr1	19945435	19945687	-
Chr1	7241363	7241617	+
Chr1	16281487	16291044	-
Chr1	23537771	23538278	-
Chr1	18794648	18794903	+
Chr1	14185173	14185426	-
Chr1	18981377	18981493	-
Chr1	559302	559557	+
Chr1	20430096	20430351	+
Chr1	13581735	13581894	-
Chr1	15225980	15226233	-
Chr1	16148533	16148733	-
Chr1	11597333	11597586	-
Chr1	19329721	19329838	+
Chr1	24930464	24930717	-
Chr1	8872903	8873158	+
Chr1	28051402	28051657	+
Chr1	18448878	18449114	+
Chr1	24535063	24535306	+
Chr1	11804093	11804334	-
Chr1	15248946	15249187	-
Chr1	29117636	29117868	+
Chr1	19198196	19198428	+
Chr1	17430284	17430317	-
Chr1	15890692	15890925	+
Chr1	14129670	14129760	-
Chr1	21581778	21582008	-
Chr1	11312020	11312186	+
Chr1	22400915	22401145	-
Chr1	23574834	23575066	+
Chr1	6156401	6158864	-
Chr1	15357048	15357278	-
Chr1	15138835	15139067	+
Chr1	22801430	22801662	+
Chr1	11701927	11701959	+
Chr1	4374596	4374826	-
Chr1	19465123	19467623	-
Chr1	15735669	15738170	-
Chr1	13597434	13597667	+
Chr1	15647089	15647288	+
Chr1	13979218	13979451	-
Chr1	2335262	2335495	-
Chr1	21601923	21602156	-
Chr1	11451910	11451944	-
Chr1	15995672	15995905	-
Chr1	22551319	22551552	-
Chr1	26881420	26881512	-
Chr1	17430051	17430283	-
Chr1	5391194	5391425	-
Chr1	17621654	17621887	+
Chr1	15530425	15532919	-
Chr1	17410114	17410345	-
Chr1	21039623	21039856	+
Chr1	15261190	15261422	-
Chr1	15729597	15729828	-
Chr1	27666330	27666561	+
Chr1	21364456	21364685	-
Chr1	21746512	21746739	+
Chr1	16069118	16069347	+
Chr1	13449166	13449263	+
Chr1	11523551	11523780	+
Chr1	21942925	21943152	-
Chr1	20317759	20317986	-
Chr1	18768117	18770603	-
Chr1	18387257	18387486	+
Chr1	24502680	24503378	+
Chr1	12138862	12139089	-
Chr1	11514352	11514437	+
Chr1	21386813	21387039	-
Chr1	20553838	20554065	-
Chr1	10924716	10924942	-
Chr1	6199687	6199844	+
Chr1	14007782	14008008	-
Chr1	11735186	11737670	-
Chr1	11349407	11349640	-
Chr1	13690719	13693207	+
Chr1	11643080	11643309	+
Chr1	12949477	12949708	+
Chr1	21656659	21656890	+
Chr1	16305251	16305480	-
Chr1	11505148	11507634	+
Chr1	19268642	19268871	-
Chr1	12730090	12730320	+
Chr1	15236394	15236622	-
Chr1	17557114	17557170	+
Chr1	14662283	14664772	-
Chr1	11006302	11006531	+
Chr1	6589531	6589760	+
Chr1	15665056	15674411	+
Chr1	3262077	3262304	-
Chr1	20649027	20649668	+
Chr1	18386410	18386638	-
Chr1	18068250	18068477	-
Chr1	14919312	14919545	-
Chr1	13734492	13734679	-
Chr1	15883134	15883368	+
Chr1	26681271	26681511	+
Chr1	20690326	20690564	-
Chr1	15662169	15662410	+
Chr1	15330060	15330299	-
Chr1	15229688	15229927	-
Chr1	9385033	9385167	+
Chr1	23454908	23454928	+
Chr1	24878079	24878317	-
Chr1	12692264	12692502	-
Chr1	15170084	15170321	-
Chr1	20699804	20700043	+
Chr1	15093830	15094043	-
Chr1	23174564	23174794	+
Chr1	15367099	15367337	-
Chr1	4785160	4785273	-
Chr1	9848091	9848331	+
Chr1	25639466	25639634	-
Chr1	13342236	13342475	-
Chr1	13046546	13046785	-
Chr1	16430418	16430658	-
Chr1	12572723	12572963	-
Chr1	16161452	16161553	-
Chr1	15172071	15172304	-
Chr1	15251126	15251367	-
Chr1	638900	639129	-
Chr1	15454303	15454391	-
Chr1	18990469	18990709	-
Chr1	23509591	23509833	+
Chr1	18552260	18552326	+
Chr1	15920642	15920881	-
Chr1	13714763	13715002	-
Chr1	15098440	15100966	-
Chr1	11827063	11827305	+
Chr1	28037270	28037512	+
Chr1	13031763	13031961	+
Chr1	13689305	13689333	-
Chr1	15887100	15887337	-
Chr1	17929874	17930037	-
Chr1	9910964	9911199	-
Chr1	24577178	24577413	-
Chr1	1476478	1476716	+
Chr1	14875416	14885131	+
Chr1	16879455	16879693	+
Chr1	21960308	21960543	-
Chr1	8797989	8798224	-
Chr1	9957103	9957159	-
Chr1	15636763	15639274	+
Chr1	22252262	22252498	+
Chr1	19467676	19467860	+
Chr1	17577446	17577682	-
Chr1	25015300	25015534	-
Chr1	7163108	7163343	-
Chr1	18082991	18083226	-
Chr1	17840571	17840805	-
Chr1	17069791	17070028	-
Chr1	25579934	25580164	+
Chr1	12980301	12980537	-
Chr1	15430415	15430652	-
Chr1	14170849	14171086	-
Chr1	9931898	9931937	+
Chr1	9432183	9432422	+
Chr1	21823720	21823959	+
Chr1	17702168	17702405	-
Chr1	18091443	18091462	-
Chr1	29243897	29244136	+
Chr1	13899346	13899585	+
Chr1	11660991	11661122	+
Chr1	24454063	24454301	+
Chr1	13496087	13496225	-
Chr1	17899007	17899245	+
Chr1	24674783	24675019	-
Chr1	16720313	16720367	+
Chr1	17421326	17421483	-
Chr1	15343398	15343624	-
Chr1	13497533	13497563	-
Chr1	11737989	11738058	+
Chr1	8815275	8815560	+
Chr1	8800897	8801182	+
Chr1	16987142	16987347	-
Chr1	16611584	16611866	+
Chr1	14117912	14118195	-
Chr1	8829653	8829938	+
Chr1	641277	641420	+
Chr1	12297726	12298009	-
Chr1	15178530	15178812	-
Chr1	11280157	11280216	-
Chr1	13461898	13462182	+
Chr1	11064456	11067139	-
Chr1	16710252	16710275	+
Chr1	15554881	15555163	-
Chr1	29125902	29126187	+
Chr1	28786356	28786386	-
Chr1	9587685	9587875	-
Chr1	16651813	16651985	+
Chr1	15509415	15512097	-
Chr1	26749584	26749870	-
Chr1	22064022	22064308	-
Chr1	20834542	20834828	-
Chr1	15108853	15112238	-
Chr1	30384041	30384326	-
Chr1	14212646	14212686	+
Chr1	17512904	17513068	+
Chr1	16294195	16294480	-
Chr1	13433334	13433620	+
Chr1	17899730	17902421	+
Chr1	21609620	21609904	+
Chr1	10675534	10675818	-
Chr1	15352379	15352446	-
Chr1	10239034	10239320	+
Chr1	21957239	21957523	-
Chr1	16842554	16842836	-
Chr1	26961934	26962218	+
Chr1	728985	729267	-
Chr1	16823829	16823973	-
Chr1	15110618	15110898	-
Chr1	11699258	11701926	+
Chr1	12196683	12196963	-
Chr1	25656511	25656791	-
Chr1	20520391	20520598	+
Chr1	2473307	2473421	+
Chr1	12622258	12622537	-
Chr1	12340089	12340201	-
Chr1	22125848	22126128	+
Chr1	12252752	12253031	-
Chr1	12889975	12890257	+
Chr1	15124278	15127167	-
Chr1	17554787	17555068	+
Chr1	15205716	15205935	-
Chr1	16319999	16320280	+
Chr1	9629651	9629939	+
Chr1	15321932	15322127	-
Chr1	15225732	15225979	-
Chr1	28369489	28369772	+
Chr1	17565830	17566111	-
Chr1	25173392	25173675	+
Chr1	20328676	20328959	+
Chr1	15202203	15202485	-
Chr1	19390405	19390445	+
Chr1	12894922	12895203	-
Chr1	15253938	15254219	-
Chr1	15352035	15352316	-
Chr1	24976484	24976764	-
Chr1	19484520	19484802	+
Chr1	6211027	6211309	+
Chr1	14102480	14102760	-
Chr1	14061488	14061769	-
Chr1	16116469	16116752	+
Chr1	14600112	14602815	+
Chr1	18987446	18987724	-
Chr1	18083499	18083785	-
Chr1	24602986	24603053	+
Chr1	21502195	21502488	+
Chr1	5098849	5099142	+
Chr1	11688199	11688218	+
Chr1	24360687	24360979	-
Chr1	28035177	28035469	-
Chr1	16324359	16324403	+
Chr1	20791408	20791700	-
Chr1	12271452	12271743	-
Chr1	22749627	22749920	+
Chr1	13425713	13426005	+
Chr1	12341018	12341310	+
Chr1	24483166	24483456	-
Chr1	17022895	17023187	+
Chr1	16742011	16742303	+
Chr1	8237721	8237857	-
Chr1	16841499	16841793	+
Chr1	9585785	9585964	+
Chr1	19327006	19329720	-
Chr1	13851107	13851141	+
Chr1	24718180	24718476	+
Chr1	20174045	20174320	+
Chr1	18633938	18634234	+
Chr1	22776618	22776914	+
Chr1	16146124	16146419	+
Chr1	16146854	16147149	+
Chr1	3551042	3551135	+
Chr1	15676217	15683600	-
Chr1	16467478	16467772	+
Chr1	15662505	15663325	+
Chr1	12494577	12494613	+
Chr1	19395119	19395209	+
Chr1	20205026	20205321	+
Chr1	12330615	12330653	+
Chr1	28551735	28551780	+
Chr1	22320146	22320435	-
Chr1	28703055	28703305	+
Chr1	24871047	24871336	-
Chr1	25991240	25991443	+
Chr1	20486942	20487229	-
Chr1	13867369	13867422	+
Chr1	13530448	13530689	-
Chr1	12565673	12565951	-
Chr1	15560397	15560684	-
Chr1	18759736	18760025	+
Chr1	29527369	29527656	-
Chr1	15911535	15917462	+
Chr1	20179047	20179335	+
Chr1	28507062	28507349	-
Chr1	12633625	12636327	+
Chr1	16343031	16343289	-
Chr1	12593312	12593599	-
Chr1	10966588	10966875	-
Chr1	13548171	13548238	+
Chr1	25573402	25573688	-
Chr1	3932528	3932593	-
Chr1	26494215	26494503	-
Chr1	13777611	13785849	-
Chr1	29875522	29875811	-
Chr1	15760167	15760243	+
Chr1	15244844	15244910	-
Chr1	24844530	24844821	+
Chr1	6381178	6381467	-
Chr1	16751224	16751705	+
Chr1	25999394	25999684	+
Chr1	25969468	25969758	+
Chr1	8114422	8114684	-
Chr1	6778570	6778858	-
Chr1	27088404	27088574	-
Chr1	3931963	3932217	+
Chr1	22513704	22513994	+
Chr1	15327529	15331031	-
Chr1	13323940	13324230	+
Chr1	16090524	16093188	-
Chr1	15748099	15750261	+
Chr1	12299345	12299623	-
Chr1	24940488	24940530	-
Chr1	28515035	28515061	-
Chr1	16807921	16808021	+
Chr1	12919554	12919600	-
Chr1	3527230	3527497	+
Chr1	23220115	23220379	-
Chr1	16025577	16025599	-
Chr1	11782288	11782359	-
Chr1	14865439	14874995	-
Chr1	14139230	14139495	+
Chr1	12296790	12297054	-
Chr1	17120320	17120584	-
Chr1	13260952	13263559	-
Chr1	17556048	17556116	+
Chr1	13049862	13050128	+
Chr1	24948088	24948353	-
Chr1	19597362	19599971	-
Chr1	16974776	16974797	+
Chr1	24413655	24413924	+
Chr1	20616599	20616866	-
Chr1	16822035	16822305	+
Chr1	12272978	12273246	-
Chr1	21502167	21502194	+
Chr1	13748187	13748454	-
Chr1	12097188	12097457	+
Chr1	13056713	13056980	-
Chr1	16025307	16025576	+
Chr1	16389850	16392463	+
Chr1	14309470	14309681	+
Chr1	21021308	21021571	-
Chr1	18055831	18056097	-
Chr1	21756733	21756999	-
Chr1	18269467	18269734	-
Chr1	1522504	1522667	-
Chr1	22224562	22224825	-
Chr1	8392155	8392420	+
Chr1	10221014	10221279	+
Chr1	15581790	15582052	+
Chr1	27597412	27597674	+
Chr1	27148924	27149184	-
Chr1	25636581	25636843	+
Chr1	12931470	12931733	+
Chr1	23566325	23566585	-
Chr1	24946298	24946537	+
Chr1	18398554	18398816	+
Chr1	16194407	16194665	+
Chr1	9957160	9957338	-
Chr1	15546210	15546471	+
Chr1	19693217	19693478	-
Chr1	25247590	25247851	+
Chr1	11514250	11514351	+
Chr1	18805593	18805853	-
Chr1	20411767	20412026	-
Chr1	15935440	15935710	+
Chr1	16164857	16165118	-
Chr1	14381353	14381662	+
Chr1	18019680	18019944	+
Chr1	15177408	15177670	-
Chr1	501372	501635	-
Chr1	13201185	13201242	-
Chr1	12625229	12625471	+
Chr1	4015261	4015525	+
Chr1	29992348	29992610	-
Chr1	14375119	14375385	-
Chr1	14420772	14421038	-
Chr1	14427006	14427315	+
Chr1	17315441	17315703	-
Chr1	15094044	15094069	-
Chr1	24119437	24119699	-
Chr1	15313564	15316162	-
Chr1	7812004	7812081	-
Chr1	23197419	23197681	-
Chr1	15258693	15258961	-
Chr1	13028440	13028711	+
Chr1	11212272	11212543	+
Chr1	12926914	12927191	+
Chr1	15690799	15692926	+
Chr1	14334055	14334330	-
Chr1	24688565	24688840	-
Chr1	15697906	15698423	+
Chr1	15360925	15361200	-
Chr1	1519774	1520005	-
Chr1	16759463	16759933	+
Chr1	17533774	17534050	+
Chr1	10570149	10570425	+
Chr1	8815561	8815837	+
Chr1	19251573	19251851	+
Chr1	8801183	8801459	+
Chr1	16177991	16178223	+
Chr1	18888153	18888427	-
Chr1	8778395	8778654	+
Chr1	15984878	15985154	+
Chr1	16449025	16449303	+
Chr1	19403369	19403645	-
Chr1	15701730	15702009	+
Chr1	17215151	17215220	+
Chr1	9440976	9441014	+
Chr1	25396177	25396411	-
Chr1	12732946	12733344	-
Chr1	16638816	16639056	-
Chr1	16882185	16882942	-
Chr1	9996479	9996758	+
Chr1	15197221	15197498	-
Chr1	12264396	12264674	+
Chr1	22839286	22839564	+
Chr1	11208790	11209066	-
Chr1	16005561	16005839	+
Chr1	4595538	4595817	+
Chr1	15921922	15922201	+
Chr1	30250700	30250908	-
Chr1	12264054	12264315	+
Chr1	16260358	16260627	+
Chr1	26779008	26781652	-
Chr1	12388110	12388352	+
Chr1	15879391	15882768	+
Chr1	11623858	11624130	+
Chr1	11521574	11521625	-
Chr1	6640460	6640486	-
Chr1	13878660	13878930	-
Chr1	21507773	21508044	+
Chr1	24533031	24533095	-
Chr1	17606392	17606420	-
Chr1	22022629	22022898	-
Chr1	20984542	20984813	+
Chr1	16307343	16307594	+
Chr1	13247658	13250347	-
Chr1	13617362	13617633	+
Chr1	12710570	12710841	+
Chr1	13612474	13612745	+
Chr1	16348771	16348820	-
Chr1	15760712	15760984	+
Chr1	3381484	3381621	+
Chr1	20045929	20046204	+
Chr1	17063245	17063467	-
Chr1	10596062	10596335	-
Chr1	20312613	20312886	-
Chr1	14311851	14327652	+
Chr1	13747816	13748091	+
Chr1	13749033	13749077	+
Chr1	14117385	14117657	-
Chr1	17386594	17386866	-
Chr1	15359927	15360198	-
Chr1	15174321	15174592	-
Chr1	19386257	19386529	+
Chr1	15172305	15172576	-
Chr1	19240446	19240622	+
Chr1	12603928	12604200	-
Chr1	24703908	24704181	+
Chr1	29984485	29984711	-
Chr1	29125135	29125353	+
Chr1	19874972	19875199	+
Chr1	14064357	14067482	-
Chr1	9187420	9187605	-
Chr1	9235747	9235932	-
Chr1	3944738	3944925	+
Chr1	3550865	3551041	-
Chr1	14300272	14300406	-
Chr1	24042835	24043020	-
Chr1	5451893	5452078	-
Chr1	22627135	22627210	+
Chr1	8656022	8656206	-
Chr1	28397480	28397666	+
Chr1	4071870	4072056	+
Chr1	12688765	12688951	+
Chr1	12594592	12594729	+
Chr1	21444634	21444818	-
Chr1	22816708	22816893	-
Chr1	22166348	22166384	+
Chr1	15971266	15971400	-
